EXTERNALLINK_PK,EXTERNAL_URL,NAME_FIELD,Result,Details,UpdatedURL
208858,http://www.howcast.com/videos/383543-How-to-Write-a-Limerick,Hear More,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://www.howcast.com/videos/383543-How-to-Write-a-Limerick
226549,http://www.howcast.com/videos/501819-what-are-the-stages-of-change-quit-smoking/,Hear More,Success,,https://www.howcast.com/videos/501819-what-are-the-stages-of-change-quit-smoking/
234316,http://www.howtosingsmarter.com/solfege-syllables/,Do More,Failed - https,Failed with https; Successful as http,
202756,http://www.hrc.utexas.edu/exhibitions/permanent/gutenberg/,Do More,404,"('Not Found', 'Nothing matches the given URI')",
229851,http://www.hrmvideo.com/catalog/advertising-the-media-and-your-health,Instructional Video,Success,,https://www.hrmvideo.com/catalog/advertising-the-media-and-your-health
230521,http://www.hrmvideo.com/catalog/homeostasis-the-body-in-balance,Instructional Video,Success,,https://www.hrmvideo.com/catalog/homeostasis-the-body-in-balance
230342,http://www.hrmvideo.com/catalog/lifestyle-diseases-and-how-to-avoid-them,Instructional Video,Success,,https://www.hrmvideo.com/catalog/lifestyle-diseases-and-how-to-avoid-them
227817,http://www.hrmvideo.com/catalog/study-skills-for-people-who-hate-to-study,See More,Success,,https://www.hrmvideo.com/catalog/study-skills-for-people-who-hate-to-study
232156,http://www.html5interactivemaps.com/interactive-map-of-asia.html,Do More,Success,,https://www.html5interactivemaps.com/interactive-map-of-asia.html
226320,http://www.huffingtonpost.co.uk/2016/02/09/top-tips-on-internet-safety-for-kids-and-parents_n_9194760.html,See More,Redirected,URL should be updated to match Redirected URL,https://consent.yahoo.com/collectConsent?sessionId=1_cc-session_273c5237-df63-4c04-a13b-a0de3637f983&lang=en-gb&inline=false
208767,http://www.huntercourse.com/blog/2011/05/amazing-hunter-gatherer-societies-still-in-existence/,Do More,Success,,https://www.huntercourse.com/blog/2011/05/amazing-hunter-gatherer-societies-still-in-existence/
232196,http://www.huntington.org/education/goldrush/game/anna_1.htm,Do More,404,"('Not Found', 'Nothing matches the given URI')",
207203,http://www.ibiblio.org/wm/paint/auth/gogh/,See More,Success,,https://www.ibiblio.org/wm/paint/auth/gogh/
228150,http://www.idiomsite.com/,See More,Failed - https,Failed with https; Successful as http,
87468,"http://www.ielanguages.com/mp3s/partsofbody.mp3 
",Instructional Video,Success,,
233031,http://www.ilearnthings.com/2011/07/02/episode-8-clip-art-libreoffice/,Need 2 Know,Success,,https://www.ilearnthings.com/2011/07/02/episode-8-clip-art-libreoffice/
232408,http://www.innerbody.com/anatomy/respiratory,Do More,Success,,https://www.innerbody.com/anatomy/respiratory
232407,http://www.innerbody.com/image/card01.html,Do More,Success,,https://www.innerbody.com/image/card01.html
232406,http://www.innerbody.com/image/cardov.html,Do More,Success,,https://www.innerbody.com/image/cardov.html
232405,http://www.innerbody.com/image/endoov.html,Do More,Success,,https://www.innerbody.com/image/endoov.html
232409,http://www.innerbody.com/image/musfov.html,Do More,Success,,https://www.innerbody.com/image/musfov.html
232410,http://www.innerbody.com/image/nervov.html,Do More,Success,,https://www.innerbody.com/image/nervov.html
209122,http://www.inspirefinanciallearning.ca/index.php/tools-videos/interactive-tools/history-of-money/,Do More,404,"('Not Found', 'Nothing matches the given URI')",
231001,http://www.integrativenutrition.com/blog/2014/10/video-are-gmos-useful-or-unsafe,Instructional Video,Success,,https://www.integrativenutrition.com/blog/2014/10/video-are-gmos-useful-or-unsafe
227702,http://www.interactive-biology.com/595/the-skeletal-system-structure-and-function/,Hear More,Success,,https://www.interactive-biology.com/595/the-skeletal-system-structure-and-function/
174622,http://www.issg.org/issg_map.html,Do More,Failed - https,Failed with https; Successful as http,
207148,http://www.italian-renaissance-art.com/Renaissance-Sculpture.html,See More,Success,,https://www.italian-renaissance-art.com/Renaissance-Sculpture.html
227332,http://www.iub.edu/~iuam/online_modules/barkcloth/intro/,Hear More,404,"('Not Found', 'Nothing matches the given URI')",
227334,http://www.iub.edu/~iuam/online_modules/barkcloth/main/,Do More,404,"('Not Found', 'Nothing matches the given URI')",
229117,http://www.iwm.org.uk/history/how-the-potsdam-conference-shaped-the-future-of-post-war-europe,Do More,Success,,https://www.iwm.org.uk/history/how-the-potsdam-conference-shaped-the-future-of-post-war-europe
224222,http://www.ixl.com/math/algebra-1/find-the-slope-of-a-graph,Do More,Success,,https://www.ixl.com/math/algebra-1/find-the-slope-of-a-graph
227113,http://www.ixl.com/math/algebra-1/slope-intercept-form-write-an-equation,Do More,Success,,https://www.ixl.com/math/algebra-1/slope-intercept-form-write-an-equation
224230,http://www.ixl.com/math/geometry/identify-complementary-supplementary-vertical-adjacent-and-congruent-angles,Do More,Success,,https://www.ixl.com/math/geometry/identify-complementary-supplementary-vertical-adjacent-and-congruent-angles
224232,http://www.ixl.com/math/geometry/identify-congruent-figures,Do More,Success,,https://www.ixl.com/math/geometry/identify-congruent-figures
224277,http://www.ixl.com/math/geometry/surface-area-of-prisms-and-cylinders,Do More,Success,,https://www.ixl.com/math/geometry/surface-area-of-prisms-and-cylinders
198347,http://www.ixl.com/math/grade-3/compare-and-convert-customary-units-of-length,Do More,Success,,https://www.ixl.com/math/grade-3/compare-and-convert-customary-units-of-length
208713,http://www.ixl.com/math/grade-5/bar-graphs,Do More,Redirected,URL should be updated to match Redirected URL,https://www.ixl.com/math/grade-5/interpret-bar-graphs
224116,http://www.ixl.com/math/grade-6/multiply-mixed-numbers,Do More,Success,,https://www.ixl.com/math/grade-6/multiply-mixed-numbers
225784,http://www.ixl.com/math/grade-6/reciprocals,Do More,Success,,https://www.ixl.com/math/grade-6/reciprocals
169711,http://www.ixl.com/math/grade-7/area-of-triangles-and-trapezoids,Do More,Success,,https://www.ixl.com/math/grade-7/area-of-triangles-and-trapezoids
224256,http://www.ixl.com/math/grade-7/circles-calculate-area-circumference-radius-and-diameter,Do More,Redirected,URL should be updated to match Redirected URL,https://www.ixl.com/math/grade-7/area-of-circles
169744,http://www.ixl.com/math/grade-7/congruence-statements-and-corresponding-parts,Do More,Success,,https://www.ixl.com/math/grade-7/congruence-statements-and-corresponding-parts
223244,http://www.ixl.com/math/grade-7/experimental-probability,Do More,Success,,https://www.ixl.com/math/grade-7/experimental-probability
224322,http://www.ixl.com/math/grade-7/identify-representative-random-and-biased-samples,Do More,Success,,https://www.ixl.com/math/grade-7/identify-representative-random-and-biased-samples
169816,http://www.ixl.com/math/grade-7/interior-angles-of-polygons,Do More,Success,,https://www.ixl.com/math/grade-7/interior-angles-of-polygons
169847,http://www.ixl.com/math/grade-7/names-and-bases-of-3-dimensional-figures,Do More,Redirected,URL should be updated to match Redirected URL,https://www.ixl.com/math/grade-7/bases-of-three-dimensional-figures
229249,http://www.ixl.com/math/grade-7/probability-of-opposite-mutually-exclusive-and-overlapping-events,Do More,Redirected,URL should be updated to match Redirected URL,https://www.ixl.com/math/grade-7/probability-of-simple-events-and-opposite-events
224236,http://www.ixl.com/math/grade-7/scale-drawings-and-scale-factors,Do More,Redirected,URL should be updated to match Redirected URL,https://www.ixl.com/math/grade-7/scale-drawings-word-problems
169698,http://www.ixl.com/math/grade-7/similar-figures-and-indirect-measurement,Do More,Success,,https://www.ixl.com/math/grade-7/similar-figures-and-indirect-measurement
228789,http://www.ixl.com/math/grade-7/similar-figures-side-lengths-and-angle-measures,Do More,Redirected,URL should be updated to match Redirected URL,https://www.ixl.com/math/grade-7/side-lengths-and-angle-measures-of-similar-figures
169720,http://www.ixl.com/math/grade-8/arithmetic-sequences,Do More,Success,,https://www.ixl.com/math/grade-8/arithmetic-sequences
224238,http://www.ixl.com/math/grade-8/classify-triangles,Do More,Success,,https://www.ixl.com/math/grade-8/classify-triangles
198227,http://www.ixl.com/math/grade-8/cube-roots-of-perfect-cubes,Do More,Redirected,URL should be updated to match Redirected URL,https://www.ixl.com/math/grade-8/cube-roots-of-positive-perfect-cubes
169804,http://www.ixl.com/math/grade-8/find-slope-from-two-points,Do More,Redirected,URL should be updated to match Redirected URL,https://www.ixl.com/math/grade-8/find-the-slope-from-two-points
169731,http://www.ixl.com/math/grade-8/geometric-sequences,Do More,Success,,https://www.ixl.com/math/grade-8/geometric-sequences
163203,http://www.ixl.com/math/grade-8/multiply-and-divide-rational-numbers-word-problems,Do More,Success,,https://www.ixl.com/math/grade-8/multiply-and-divide-rational-numbers-word-problems
224332,http://www.ixl.com/math/grade-8/probability-of-simple-events,Do More,Success,,https://www.ixl.com/math/grade-8/probability-of-simple-events
229045,http://www.jfklibrary.org/JFK/JFK-in-History/The-Cold-War.aspx,Do More,Redirected,URL should be updated to match Redirected URL,https://www.jfklibrary.org/learn/about-jfk/jfk-in-history/the-cold-war
216383,http://www.jigzone.com/puzzles/6F055D51705A?z=0%22%3E%3Cimg%20src=%22,Do More,Failed - https,Failed with https; Successful as http,
206886,http://www.johnhorse.com/highlights/essays/largest.htm,Do More,Failed - https,Failed with https; Successful as http,
135568,http://www.jove.com/science-education/5062/plasmid-purification,Instructional Video,Success,,https://www.jove.com/science-education/5062/plasmid-purification
224700,http://www.jpl.nasa.gov/video/details.php?id=1215,Instructional Video,Success,,https://www.jpl.nasa.gov/video/details.php?id=1215
217500,http://www.juggernart.com/games/free-online-soccer-games/striker-run.html,Do More,Success,,https://www.juggernart.com/games/free-online-soccer-games/striker-run.html
232887,http://www.just.edu.jo/~cis99/Windows7/ls03/ls03.html,Instructional Video,Failed - https,,http://www.just.edu.jo/~cis99/Windows7/ls03/ls03.html
232955,http://www.just.edu.jo/~cis99/Windows7/ls03/ls03.html,Need 2 Know,Failed - https,,http://www.just.edu.jo/~cis99/Windows7/ls03/ls03.html
232937,http://www.just.edu.jo/~cis99/Windows7/ls06/ls06.html,Need 2 Know,Failed - https,,http://www.just.edu.jo/~cis99/Windows7/ls06/ls06.html
232958,http://www.just.edu.jo/~cis99/internet/ls17/ls17.mp4,Need 2 Know,Failed - https,,http://www.just.edu.jo/~cis99/internet/ls17/ls17.mp4
231834,http://www.k12reader.com/worksheet/conclusion-checklist/view/,Do More,Success,,https://www.k12reader.com/worksheet/conclusion-checklist/view/
226399,http://www.k12reader.com/worksheet/the-mayflower-compact/view/,Do More,Success,,https://www.k12reader.com/worksheet/the-mayflower-compact/view/
207245,http://www.kaliweb.com/jacksonpollock/art.htm,See More,403,"('Forbidden', 'Request forbidden -- authorization will not help')",
227336,http://www.kateowengallery.com/page/10-Facts-About-Aboriginal-Art.aspx,Do More,Redirected,URL should be updated to match Redirected URL,https://www.kateowengallery.com/page/10-Facts-About-Aboriginal-Art
207227,http://www.kazimir-malevich.org/,See More,Success,,https://www.kazimir-malevich.org/
230511,http://www.kentchemistry.com/links/AtomicStructure/atomicmasscalc.htm,Need 2 Know,Success,,https://www.kentchemistry.com/links/AtomicStructure/atomicmasscalc.htm
169652,http://www.khanacademy.org/exercise/angles_1,Do More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/basic-geo/basic-geometry-shapes/triangle-angles/e/angles_1
169870,http://www.khanacademy.org/exercise/converting_between_point_slope_and_slope_intercept,Do More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:forms-of-linear-equations/x2f8bb11595b61c86:point-slope-form/e/converting_between_point_slope_and_slope_intercept
169897,http://www.khanacademy.org/exercise/direct_and_inverse_variation,Do More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/algebra-home/alg-rational-expr-eq-func/alg-direct-and-inverse-variation/e/direct_and_inverse_variation
169936,http://www.khanacademy.org/exercise/linear_inequalities,Do More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:solve-equations-inequalities/x2f8bb11595b61c86:multistep-inequalities/e/linear_inequalities
169640,http://www.khanacademy.org/exercise/measuring_angles,Do More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/basic-geo/basic-geo-angle/measure-angles/e/measuring_angles
169861,http://www.khanacademy.org/exercise/solving_for_the_x-intercept,Do More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:linear-equations-graphs/x2f8bb11595b61c86:x-intercepts-and-y-intercepts/e/solving_for_the_x-intercept
175142,http://www.khanacademy.org/math/algebra/ck12-algebra-1/v/distance-formula,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/basic-geo/basic-geometry-pythagorean-theorem/pythagorean-theorem-distance/v/distance-formula
174968,http://www.khanacademy.org/math/algebra/ck12-algebra-1/v/geometric-sequences--introduction,See More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:sequences/x2f8bb11595b61c86:introduction-to-geometric-sequences/v/geometric-sequences-introduction
169908,http://www.khanacademy.org/math/algebra/ck12-algebra-1/v/solving-linear-systems-by-graphing,See More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-systems-topic/cc-8th-systems-graphically/v/solving-linear-systems-by-graphing
169913,http://www.khanacademy.org/math/algebra/ck12-algebra-1/v/solving-linear-systems-by-substitution,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/algebra-home/alg-system-of-equations/alg-solving-systems-of-equations-with-substitution/v/solving-linear-systems-by-substitution
175010,http://www.khanacademy.org/math/algebra/ck12-algebra-1/v/solving-systems-of-equations-by-elimination,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/algebra-home/alg-system-of-equations/alg-equivalent-systems-of-equations/v/solving-systems-of-equations-by-elimination
174983,http://www.khanacademy.org/math/algebra/linear-equations-and-inequalitie/v/converting-to-slope-intercept-form,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-linear-equations-functions/8th-slope/v/converting-to-slope-intercept-form
197354,http://www.khanacademy.org/math/algebra/linear-equations-and-inequalitie/v/distance-formula,Instructional Video,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/basic-geo/basic-geometry-pythagorean-theorem/pythagorean-theorem-distance/v/distance-formula
175004,http://www.khanacademy.org/math/algebra/linear-equations-and-inequalitie/v/exploring-linear-relationships,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-linear-equations-functions/8th-linear-functions-modeling/v/exploring-linear-relationships
175022,http://www.khanacademy.org/math/algebra/linear-equations-and-inequalitie/v/graphing-linear-inequalities-in-two-variables-3,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:inequalities-systems-graphs/x2f8bb11595b61c86:graphing-two-variable-inequalities/v/graphing-linear-inequalities-in-two-variables-3
175025,http://www.khanacademy.org/math/algebra/linear-equations-and-inequalitie/v/graphing-linear-inequalities-in-two-variables-example-2,See More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:inequalities-systems-graphs/x2f8bb11595b61c86:graphing-two-variable-inequalities/v/graphing-linear-inequalities-in-two-variables-example-2
169860,http://www.khanacademy.org/math/algebra/linear-equations-and-inequalitie/v/graphing-using-x-and-y-intercepts,See More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/algebra-home/alg-linear-eq-func/alg-x-and-y-intercepts/v/graphing-using-x-and-y-intercepts
203498,http://www.khanacademy.org/math/algebra/linear-equations-and-inequalitie/v/graphs-of-linear-equations,See More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/in-in-grade-9-ncert/xfd53e0255cd302f8:linear-equations-in-two-variables/xfd53e0255cd302f8:graph-of-a-linear-equation-in-two-variables/v/graphs-of-linear-equations
174982,http://www.khanacademy.org/math/algebra/linear-equations-and-inequalitie/v/graphs-using-slope-intercept-form,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:forms-of-linear-equations/x2f8bb11595b61c86:writing-slope-intercept-equations/v/graphs-using-slope-intercept-form
197353,http://www.khanacademy.org/math/algebra/linear-equations-and-inequalitie/v/midpoint-formula,Instructional Video,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry/hs-geo-distance-and-midpoints/v/midpoint-formula
203494,http://www.khanacademy.org/math/algebra/linear-equations-and-inequalitie/v/ordered-pair-solutions-of-equations,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/algebra-home/alg-linear-eq-func/alg-solutions-to-two-var-linear-equations/v/ordered-pair-solutions-of-equations
203461,http://www.khanacademy.org/math/algebra/linear-equations-and-inequalitie/v/plot-ordered-pairs,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/basic-geo/basic-geo-coord-plane/coordinate-plane-4-quad/v/plot-ordered-pairs
203468,http://www.khanacademy.org/math/algebra/linear-equations-and-inequalitie/v/quadrants-of-coordinate-plane,See More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/basic-geo/basic-geo-coord-plane/quadrants/v/quadrants-of-coordinate-plane
174976,http://www.khanacademy.org/math/algebra/linear-equations-and-inequalitie/v/slope-of-a-line,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:linear-equations-graphs/x2f8bb11595b61c86:slope/v/slope-of-a-line
203482,http://www.khanacademy.org/math/algebra/linear-equations-and-inequalitie/v/the-coordinate-plane,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/basic-geo/basic-geo-coord-plane/coordinate-plane-4-quad/v/the-coordinate-plane
169854,http://www.khanacademy.org/math/algebra/linear-equations-and-inequalitie/v/x-and-y-intercepts-2,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-linear-equations-functions/8th-x-and-y-intercepts/v/x-and-y-intercepts-2
198287,http://www.khanacademy.org/math/algebra/ratios-proportions/v/converting-yards-into-inches?v=8C5kAIKLcZo,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-converting-units-of-length/v/converting-yards-into-inches?v=8C5kAIKLcZo
203440,http://www.khanacademy.org/math/algebra/solving-linear-equations-and-inequalities/v/compound-inequalities,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:solve-equations-inequalities/x2f8bb11595b61c86:compound-inequalities/v/compound-inequalities
227860,http://www.khanacademy.org/math/algebra/solving-linear-equations-and-inequalities/v/compound-inequalities-3,See More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:solve-equations-inequalities/x2f8bb11595b61c86:compound-inequalities/v/compound-inequalities-3
202430,http://www.khanacademy.org/math/algebra/solving-linear-equations-and-inequalities/v/more-percent-problems,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/algebra-home/alg-basic-eq-ineq/alg-old-school-equations/v/more-percent-problems
227859,http://www.khanacademy.org/math/algebra/solving-linear-equations-and-inequalities/v/solving-inequalities,See More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/algebra-basics/alg-basics-linear-equations-and-inequalities/alg-basics-two-step-inequalities/v/solving-inequalities
202424,http://www.khanacademy.org/math/algebra/solving-linear-equations-and-inequalities/v/taking-percentages,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/algebra-home/alg-basic-eq-ineq/alg-old-school-equations/v/taking-percentages
202469,http://www.khanacademy.org/math/algebra/solving-linear-equations-and-inequalities/v/what-is-a-variable?v=tHYis-DP0oU,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:foundation-algebra/x2f8bb11595b61c86:intro-variables/v/what-is-a-variable?v=tHYis-DP0oU
174998,http://www.khanacademy.org/math/algebra/solving-linear-equations/v/direct-variation-1,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/algebra-home/alg-rational-expr-eq-func/alg-direct-and-inverse-variation/v/direct-variation-1
169938,http://www.khanacademy.org/math/algebra/solving-linear-inequalities/v/multi-step-inequalities,See More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:solve-equations-inequalities/x2f8bb11595b61c86:multistep-inequalities/v/multi-step-inequalities
169934,http://www.khanacademy.org/math/algebra/solving-linear-inequalities/v/one-step-inequalities,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/algebra-home/alg-basic-eq-ineq/alg-one-step-inequalities/v/one-step-inequalities
197367,http://www.khanacademy.org/math/arithmetic/basic-exponents/v/understanding-exponents,Instructional Video,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/algebra-basics/basic-alg-foundations/alg-basics-exponents/v/understanding-exponents
225795,http://www.khanacademy.org/math/arithmetic/basic-ratios-proportions/v/converting-within-the-metric-system,See More,404,"('Not Found', 'Nothing matches the given URI')",
202399,http://www.khanacademy.org/math/arithmetic/basic-ratios-proportions/v/finding-unit-prices,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/pre-algebra/pre-algebra-ratios-rates/pre-algebra-rates/v/finding-unit-prices
202387,http://www.khanacademy.org/math/arithmetic/basic-ratios-proportions/v/finding-unit-rates,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/pre-algebra/pre-algebra-ratios-rates/pre-algebra-rates/v/finding-unit-rates
202364,http://www.khanacademy.org/math/arithmetic/basic-ratios-proportions/v/introduction-to-ratios--new-hd-version,Hear More,404,"('Not Found', 'Nothing matches the given URI')",
225758,http://www.khanacademy.org/math/arithmetic/decimals/v/converting-fractions-to-decimals--ex2,See More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/arithmetic/arith-decimals/arith-review-decimals-to-fractions/v/converting-fractions-to-decimals-ex2
198170,http://www.khanacademy.org/math/arithmetic/decimals/v/converting-fractions-to-decimals?v=Gn2pdkvdbGQ,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/arithmetic-home/arith-review-decimals/decimals-to-fractions/v/converting-fractions-to-decimals?v=Gn2pdkvdbGQ
202352,http://www.khanacademy.org/math/arithmetic/decimals/v/dividing-decimal,Hear More,404,"('Not Found', 'Nothing matches the given URI')",
202340,http://www.khanacademy.org/math/arithmetic/decimals/v/multiplying-decimals,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/algebra-basics/basic-alg-foundations/alg-basics-operations-with-decimals/v/multiplying-decimals
225787,http://www.khanacademy.org/math/arithmetic/fractions/v/dividing-fractions-word-problem,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/arithmetic/fraction-arithmetic/arith-review-div-fractions-word-problems/v/dividing-fractions-word-problem
225780,http://www.khanacademy.org/math/arithmetic/fractions/v/mixed-numbers-and-improper-fractions,See More,404,"('Not Found', 'Nothing matches the given URI')",
198267,http://www.khanacademy.org/math/arithmetic/fractions/v/multiplying--mixed-numbers,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/arithmetic/fraction-arithmetic/arith-review-mult-mixed-num/v/multiplying-mixed-numbers
198249,http://www.khanacademy.org/math/arithmetic/fractions/v/multiplying-fractions,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/arithmetic/fraction-arithmetic/arith-review-multiply-fractions/v/multiplying-fractions
225786,http://www.khanacademy.org/math/arithmetic/fractions/v/multiplying-fractions-and-mixed-numbers,See More,404,"('Not Found', 'Nothing matches the given URI')",
198243,http://www.khanacademy.org/math/arithmetic/fractions/v/proper-and-improper-fractions,Hear More,404,"('Not Found', 'Nothing matches the given URI')",
197364,http://www.khanacademy.org/math/arithmetic/multiplication-division/v/level-4-division,Instructional Video,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/arithmetic-home/multiply-divide/mult-digit-div-2/v/level-4-division
202346,http://www.khanacademy.org/math/arithmetic/multiplication-division/v/level-4-division,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/arithmetic-home/multiply-divide/mult-digit-div-2/v/level-4-division
202448,http://www.khanacademy.org/math/arithmetic/number-properties/v/inverse-property-of-addition,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/pre-algebra/pre-algebra-arith-prop/pre-algebra-arithmetic-properties/v/inverse-property-of-addition
202460,http://www.khanacademy.org/math/arithmetic/number-properties/v/the-distributive-property,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/pre-algebra/pre-algebra-arith-prop/pre-algebra-ditributive-property/v/the-distributive-property
202402,http://www.khanacademy.org/math/arithmetic/percents/v/describing-the-meaning-of-percent,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/pre-algebra/pre-algebra-ratios-rates/pre-algebra-intro-percents/v/describing-the-meaning-of-percent
175424,http://www.khanacademy.org/math/geometry/angles/v/complementary-and-supplementary-angles,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/basic-geo/basic-geo-angle/vert-comp-supp-angles/v/complementary-and-supplementary-angles
228774,http://www.khanacademy.org/math/geometry/angles/v/measuring-angles,See More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/basic-geo/basic-geo-angle/measure-angles/v/measuring-angles
175031,http://www.khanacademy.org/math/geometry/angles/v/proof-vertical-angles-are-equal,See More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/geometry-home/geometry-angles/geometry-vert-comp-supp/v/proof-vertical-angles-are-equal
175552,http://www.khanacademy.org/math/geometry/basic-geometry/v/area-of-a-circle,See More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/basic-geo/basic-geo-area-and-perimeter/area-circumference-circle/v/area-of-a-circle
174873,http://www.khanacademy.org/math/geometry/basic-geometry/v/area-of-a-circle ,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/basic-geo/basic-geo-area-and-perimeter/area-circumference-circle/v/area-of-a-circle
176128,http://www.khanacademy.org/math/geometry/polygons-quads-parallelograms/v/area-of-a-parallelogram,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/in-in-grade-9-ncert/xfd53e0255cd302f8:areas-of-parallelograms-and-triangles/xfd53e0255cd302f8:area-of-a-parallelogram/v/area-of-a-parallelogram
175564,http://www.khanacademy.org/math/geometry/polygons-quads-parallelograms/v/quadrilateral-overview,See More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/basic-geo/basic-geometry-shapes/basic-geo-quadrilaterals/v/quadrilateral-overview
232086,http://www.khanacademy.org/math/geometry/polygons-quads-parallelograms/v/sum-of-interior-angles-of-a-polygon,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/geometry/hs-geo-foundations/hs-geo-polygons/v/sum-of-interior-angles-of-a-polygon
175126,http://www.khanacademy.org/math/geometry/polygons-quads-parallelograms/v/sum-of-the-exterior-angles-of-convex-polygon,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/geometry/hs-geo-foundations/hs-geo-polygons/v/sum-of-the-exterior-angles-of-convex-polygon
175543,http://www.khanacademy.org/math/geometry/triangles/v/finding-congruent-triangles,See More,Redirected,URL should be updated to match Redirected URL,https://www.khanacademy.org/math/geometry/hs-geo-congruence/hs-geo-triangle-congruence/v/finding-congruent-triangles
