COUNT,MAX,HTTPS,Result,Details,UpdatedURL
3,302895,https://www.grc.nasa.gov/www/k-12/airplane/aboyle.html,Success,,
3,62867,https://www.grc.nasa.gov/www/k-12/airplane/falling.html,Success,,
3,66808,https://www.grc.nasa.gov/www/k-12/airplane/glussac.html,Success,,
3,89487,https://www.grc.nasa.gov/www/k-12/airplane/thermo2.html,Success,,
3,73026,https://www.greyhound.com/home/,Success,,
3,217681,https://www.gutenberg.org/dirs/etext03/pygml10.txt,404,"('Not Found', 'Nothing matches the given URI')",
3,270602,https://www.gutenberg.org/ebooks/1934,Success,,
3,290147,https://www.gutenberg.org/ebooks/29433,Success,,
3,63541,https://www.gutenberg.org/files/1342/1342-h/1342-h.htm,Success,,
3,217685,https://www.gutenberg.org/files/174/174-h/174-h.htm,Success,,
3,238623,https://www.habitat.org/volunteer/build-events/carter-work-project,Success,,
3,220346,https://www.hamilton.edu/academics/centers/writing/writing-resources/persuasive-essays,Success,,
3,281948,https://www.healthy-heart-guide.com/cardiovascular-disease-and-fitness.html,Success,,
3,281885,https://www.heart.org/,Success,,
3,256097,https://www.helpalgebra.com/articles/rationalizedenominator.htm,404,"('Not Found', 'Nothing matches the given URI')",
3,274268,https://www.helpwithfractions.com/adding-fractions-same-denominator,Success,,
3,282928,https://www.hhs.gov/,Success,,
3,281892,https://www.hhs.gov/fitness/index.html,Success,,
3,269266,https://www.historicnewengland.org/property/sarah-orne-jewett-house-museum-and-visitor-center/,Success,,
3,269129,https://www.history.com/news/the-black-sox-baseball-scandal-95-years-ago,Success,,
3,241651,https://www.history.com/speeches,Success,,
3,270201,https://www.history.com/this-day-in-history/william-shakespeare-born,Success,,
3,269842,https://www.history.com/topics/american-civil-war/abraham-lincoln-assassination,Success,,
3,276921,https://www.history.com/topics/great-depression,Success,,
3,238257,https://www.history.com/topics/great-depression/1929-stock-market-crash-video,Success,,
3,269921,https://www.history.com/topics/us-presidents/franklin-d-roosevelt,Success,,
3,238285,https://www.history.navy.mil/photos/events/wwii-pac/pearlhbr/pearlhbr.htm,404,"('Not Found', 'Nothing matches the given URI')",
3,269100,https://www.historylearningsite.co.uk/modern-world-history-1918-to-1980/america-1918-1939/america-in-the-1920s/,Success,,
3,269078,https://www.historylearningsite.co.uk/modern-world-history-1918-to-1980/america-1918-1939/wall-street-crash-of-1929-and-its-aftermath/,Success,,
3,270295,https://www.historyplace.com/civilwar/,Success,,
3,270434,https://www.historywiz.com/didyouknow/tarringandfeathering.htm,Success,,
3,269085,https://www.hoboes.com/Mimsy/Books/great-gatsby/,Success,,
3,282201,https://www.house.gov/,Success,,
3,237567,https://www.howstuffworks.com/videos,Success,,
3,270353,https://www.hugedomains.com/domain_profile.cfm?d=leasttern&e=com,Success,,
3,250461,https://www.ibiblio.org/e-notes/3Dapp/Convex.htm,404,"('Not Found', 'Nothing matches the given URI')",
3,270317,https://www.ic.arizona.edu/%7Elsp/index.html,Failed,Failed to establish a connection,
3,273633,https://www.ideabook.com/tutorials/illustrations/every_picture_tells_a_story_us.html,404,"('Not Found', 'Nothing matches the given URI')",
3,252011,https://www.iep.utm.edu/freud/,Success,,
3,270331,https://www.imdb.com/title/tt0053571/,Success,,
3,270251,https://www.imdb.com/title/tt0058385/,Success,,
3,269114,https://www.imdb.com/title/tt0071577/,Success,,
3,270331,https://www.imdb.com/title/tt0073130/,Success,,
3,270331,https://www.imdb.com/title/tt0073130/movieconnections,Success,,
3,270931,https://www.imdb.com/title/tt0442933/,Success,,
3,270774,https://www.imdb.com/title/tt0988045/,Success,,
3,282624,https://www.imf.org/en/About,Success,,
3,282666,https://www.imf.org/external/index.htm,Success,,
3,241674,https://www.indiana.edu/~wts/pamphlets/outlines.pdf,404,"('Not Found', 'Nothing matches the given URI')",
3,269856,https://www.infoplease.com/calendar-holidays/major-holidays/history-martin-luther-king-day,Success,,
3,269561,https://www.infoplease.com/year/1900,Success,,
3,269078,https://www.infoplease.com/year/1922,Success,,
3,269928,https://www.infoplease.com/year/1944,Success,,
3,267824,https://www.instructorweb.com/linkgo.asp?l=127&amp;B=math.asp,Success,,
3,114810,https://www.intmath.com/applications-integration/5-centroid-area.php,Success,,
3,268411,https://www.intmath.com/series-binomial-theorem/3-infinite-geometric-series.php,Success,,
3,282739,https://www.investopedia.com/terms/a/accounting-series-releases.asp,Success,,
3,282498,https://www.investopedia.com/terms/c/consumerpriceindex.asp,Success,,
3,282844,https://www.investopedia.com/terms/e/elasticity.asp,Success,,
3,270187,https://www.ipl.org/finding-dulcinea?key=shakespeare&amp;x=12&amp;y=9,Success,,
3,282970,https://www.irs.gov/,Success,,
3,276058,https://www.itl.nist.gov/div898/handbook/pri/section3/pri332.htm,Success,,
3,274184,https://www.ixl.com/math/grade-7/add-and-subtract-integers-word-problems,Success,,
3,257604,https://www.ixl.com/math/precalculus/identify-discrete-and-continuous-random-variables,Success,,
3,271408,https://www.jane-eyre.com/pictures/19-gypsy-disguise.php,403,"('Forbidden', 'Request forbidden -- authorization will not help')",
3,271464,https://www.jane-eyre.com/pictures/28-begging.php,403,"('Forbidden', 'Request forbidden -- authorization will not help')",
3,63765,https://www.jenniferhedayat.com/English_11/ENG_11_Main_files/the_devil_and_tom_walker.pdf,Failed,Failed to establish a connection,
3,238173,https://www.jesse-owens.org/about1.html,404,"('Not Found', 'Nothing matches the given URI')",
3,278180,https://www.jfklibrary.org/learn/about-jfk/jfk-in-history/the-cold-war,Success,,
3,271499,https://www.just1word.com/bible/passage/paul-and-silas-in-prison?version=niv,Success,,
3,121728,https://www.justice.gov/atr,Success,,
3,122952,https://www.justreadnow.com/strategies/bloom.htm,Failed,Failed to establish a connection,
3,235329,https://www.kettering.edu/~drussell/Demos/waves/wavemotion.html,404,"('Not Found', 'Nothing matches the given URI')",
3,89153,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:quadratics-multiplying-factoring/x2f8bb11595b61c86:factor-quadratics-grouping/v/factor-by-grouping-and-factoring-completely,Success,,
3,274282,https://www.khanacademy.org/math/arithmetic/fraction-arithmetic/arith-review-comparing-fractions/v/ordering-fractions,Success,,
3,274233,https://www.khanacademy.org/math/arithmetic/fraction-arithmetic/arith-review-mult-mixed-num/v/multiplying-mixed-numbers,Success,,
3,205095,https://www.khanacademy.org/math/cc-fifth-grade-math/cc-5th-fractions-topic/cc-5th-add-sub-fractions/v/adding-fractions-with-unlike-denominators#topic3,404,"('Not Found', 'Nothing matches the given URI')",
3,274289,https://www.khanacademy.org/math/cc-fifth-grade-math/cc-5th-fractions-topic/cc-5th-add-sub-fractions/v/subtracting-fractions-with-unlike-denominators,404,"('Not Found', 'Nothing matches the given URI')",
3,274233,https://www.khanacademy.org/math/cc-seventh-grade-math/cc-7th-negative-numbers-multiply-and-divide/cc-7th-mult-div-neg-fractions/v/dividing-mixed-numbers,Success,,
3,272603,https://www.khanacademy.org/math/geometry-home/cc-geometry-circles,Success,,
3,302965,https://www.khanacademy.org/math/pre-algebra/pre-algebra-equations-expressions/pre-algebra-one-step-mult-div-equations/v/solving-one-step-equations-2,Success,,
3,303418,https://www.khanacademy.org/math/probability/data-distributions-a1/summarizing-center-distributions/e/mean_median_and_mode,Success,,
3,276307,https://www.khanacademy.org/math/statistics-probability/significance-tests-confidence-intervals-two-samples/comparing-two-proportions/v/comparing-population-proportions-1,Success,,
3,247441,https://www.khanacademy.org/science/biology/water-acids-and-bases/acids-bases-and-ph/v/arrhenius-definition-of-acids-and-bases,Success,,
3,92211,https://www.kids-world-travel-guide.com/france-facts.html,Success,,
3,274086,https://www.kindermagic.com/real_math/whole_sub.html,404,"('Not Found', 'Nothing matches the given URI')",
3,122964,https://www.kn.pacbell.com/wired/21stcent/lgener.html,Failed,Failed to establish a connection,
3,91782,https://www.laits.utexas.edu/tex/gr/vinf1.html,Success,,
3,86853,https://www.laits.utexas.edu/tex/gr/virr10.html,Success,,
3,206492,https://www.landmarkcases.org,Success,,
3,92255,https://www.languageguide.org/french/grammar/articles/,Success,,
3,72022,https://www.languageguide.org/french/grammar/conjugations/out-of-this-world-irregulars.jsp,Success,,
3,91049,https://www.languageguide.org/french/grammar/pronouns/objects.html,Success,,
3,92234,https://www.languageguide.org/french/grammar/pronunciation/liaison.html,Success,,
3,92234,https://www.languageguide.org/french/grammar/pronunciation/nasal.html,Success,,
3,89002,https://www.languageguide.org/french/vocabulary/body/,Success,,
3,92265,https://www.languageguide.org/txt/time/fr/,Success,,
3,238229,https://www.law.umkc.edu/faculty/projects/ftrials/SaccoV/SaccoV.htm,Failed,Failed to establish a connection,
3,275655,https://www.learnalberta.ca/content/mejhm/html/video_interactives/centraltendency/centraltendencysmall.html,Success,,
3,253218,https://www.learner.org/interactives/literature/read/pov2.html,404,"('Not Found', 'Nothing matches the given URI')",
3,253139,https://www.learner.org/interactives/literature/read/setting1.html,404,"('Not Found', 'Nothing matches the given URI')",
3,271387,https://www.lexic.us/definition-of/gytrash,Success,,
3,270493,https://www.listal.com/movies/flashback+sequence,Success,,
3,270441,https://www.literaryhistory.com/19thC/Outline.htm,Success,,
3,277629,https://www.literaturecollection.com/a/o_henry/44/,404,"('Not Found', 'Nothing matches the given URI')",
3,88926,https://www.livescience.com/22616-respiratory-system.html,Success,,
3,292291,https://www.livescience.com/6684-delaying-school-start-times-benefits-teens.html,Success,,
3,282680,https://www.loc.gov/collections/country-studies/about-this-collection/,Success,,
3,269539,https://www.loc.gov/poetry/180/,Success,,
3,269539,https://www.loc.gov/poetry/about_laureate.html,Success,,
3,269842,https://www.loc.gov/rr/program/bib/inaugurations/index.html,Success,,
3,75617,https://www.math-drills.com/orderofoperations/ooo_decimals_pemdas_foursteps_positive_001.php,Success,,
3,213216,https://www.math.ucla.edu/~ronmiech/Java_Applets/Riemann/,404,"('Not Found', 'Nothing matches the given URI')",
3,268439,https://www.math.utah.edu/~carlson/teaching/calculus/series.html,Success,,
3,207048,https://www.mathed.page/parabolas/geometry/,Success,,
3,275620,https://www.mathgoodies.com/lessons/graphs/compare_graphs.html,404,"('Not Found', 'Nothing matches the given URI')",
3,274191,https://www.mathgoodies.com/lessons/vol5/subtraction.html,404,"('Not Found', 'Nothing matches the given URI')",
3,268609,https://www.mathgoodies.com/lessons/vol6/challenge_vol6.html,404,"('Not Found', 'Nothing matches the given URI')",
3,268630,https://www.mathgoodies.com/lessons/vol6/mutually_exclusive.html,404,"('Not Found', 'Nothing matches the given URI')",
3,267929,https://www.mathopenref.com/coordhorizontal.html,Success,,
3,267929,https://www.mathopenref.com/coordvertical.html,Success,,
3,274629,https://www.mathopenref.com/pythagoras.html,Success,,
3,205053,https://www.mathplanet.com/education/algebra-1/how-to-solve-linear-equations/calculating-with-percents,Success,,
3,273605,https://www.mathplanet.com/education/algebra-1/linear-inequalitites/solving-linear-inequalities,Success,,
3,274205,https://www.mathplayground.com/wpdatabase/wpindex.html,Success,,
3,258937,https://www.mathsisfun.com/accuracy-precision.html,Success,,
3,251266,https://www.mathsisfun.com/algebra/line-parallel-perpendicular.html,Success,,
3,268716,https://www.mathsisfun.com/algebra/quadratic-equation-real-world.html,Success,,
3,268644,https://www.mathsisfun.com/algebra/sequences-series.html,Success,,
3,257275,https://www.mathsisfun.com/data/quartiles.html,Success,,
3,117581,https://www.mathsisfun.com/data/scatter-xy-plots.html,Success,,
3,274254,https://www.mathsisfun.com/fractions_division.html,Success,,
3,274254,https://www.mathsisfun.com/fractions_multiplication.html,Success,,
3,111164,https://www.mathsisfun.com/geometry/parallel-lines.html,Success,,
3,274282,https://www.mathsisfun.com/least-common-denominator.html,Success,,
3,274282,https://www.mathsisfun.com/least-common-multiple.html,Success,,
3,204810,https://www.mathsisfun.com/measure/unit-price.html,Success,,
3,274240,https://www.mathsisfun.com/numbers/fractions-mixed-addition.html,Success,,
3,268192,https://www.mathsisfun.com/sets/function-transformations.html,Success,,
3,267929,https://www.mathsteacher.com.au/year8/ch15_graphs/05_hor/ver.htm,Success,,
3,268050,https://www.mathwarehouse.com/algebra/matrix/multiply-matrix.php,Success,,
3,267966,https://www.mathwarehouse.com/algebra/planes/systems/three-variable-equations.php,Success,,
3,272112,https://www.mathwarehouse.com/geometry/circle/interactive-circle-equation.php,Success,,
3,250059,https://www.mathwarehouse.com/geometry/similar/triangles/side-splitter-theorem.php,Success,,
3,235068,https://www.mathwarehouse.com/graphs/distance-time-graph-activity.php,Success,,
3,268283,https://www.mathwarehouse.com/quadratic/completing-the-square-math.php,Success,,
3,268143,https://www.mathwords.com/d/degree_polynomial.htm,Success,,
3,268129,https://www.mathwords.com/e/end_behavior.htm,Success,,
3,268064,https://www.mathwords.com/r/row_operations.htm,Success,,
3,276065,https://www.mathworks.com/help/stats/index.html;jsessionid=b5f0a348924283ab6f0a8d7814bc?/access/helpdesk/help/toolbox/stats/bqttfc1.html=&amp;https://www.google.com/search?q=statistics+random+number+generator&amp;ie=utf-8&amp;oe=utf-8&amp;aq=t&amp;rls=org.mozilla:en-US:official&amp;client=firefox-a,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://www.mathworks.com/help/stats/index.html;jsessionid=b5f0a348924283ab6f0a8d7814bc?/access/helpdesk/help/toolbox/stats/bqttfc1.html=&amp;https:/www.google.com/search?q=statistics+random+number+generator&amp;ie=utf-8&amp;oe=utf-8&amp;aq=t&amp;rls=org.mozilla:en-US:official&amp;client=firefox-a
3,262099,https://www.mayoclinic.org/diseases-conditions/hearing-loss/symptoms-causes/syc-20373072,Success,,
3,291425,https://www.mayoclinic.org/healthy-lifestyle/fitness/in-depth/exercise-intensity/art-20046887,Success,,
3,281997,https://www.mayoclinic.org/healthy-lifestyle/fitness/in-depth/weight-training/art-20045842,Success,,
3,252440,https://www.mediacollege.com/journalism/news/write-stories.html,Success,,
3,276214,https://www.mega.nu/ampp/rummel/uc.htm,Success,,
3,304158,https://www.merriam-webster.com/dictionary/bicameral,Success,,
3,304186,https://www.merriam-webster.com/dictionary/ratification,Success,,
3,282942,https://www.metmuseum.org/toah/hd/romr/hd_romr.htm,Success,,
3,206599,https://www.microscopy-uk.org.uk/mag/artmar00/watermvt4.html,Success,,
3,206599,https://www.microscopy-uk.org.uk/mag/indexmag.html?https://www.microscopy-uk.org.uk/mag/artmar00/watermvt4.html,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://www.microscopy-uk.org.uk/mag/indexmag.html?https:/www.microscopy-uk.org.uk/mag/artmar00/watermvt4.html
3,282760,https://www.mining-technology.com/projects/de_beers/,Success,,
3,247858,https://www.miniscience.com/projects/WaterElectrolise.htm,404,"('Not Found', 'Nothing matches the given URI')",
3,282753,https://www.moneyfactory.gov/,Success,,
3,271117,https://www.monologuearchive.com/,Success,,
3,275620,https://www.montereyinstitute.org/courses/DevelopmentalMath/COURSE_TEXT2_RESOURCE/U08_L1_T1_text_final.html,Success,,
3,247802,https://www.motive-traction.com.au/cgi-bin/engine.pl?page=page.html&amp;Rec=167,Success,,
3,303707,https://www.mpsaz.org/rmhs/staff/eewhitaker/crucible/files/the_crucible_-_act_four.pdf,Success,,
3,303707,https://www.mpsaz.org/rmhs/staff/eewhitaker/crucible/files/the_crucible_-_act_two.pdf,Success,,
3,241393,https://www.mrtadeja.com/SOAPSTONE_Description.pdf,Failed,Failed to establish a connection,
3,270544,https://www.mshogue.com/AP/writing/AP%20Essay%20Planning%20Guide.PDF,Success,,
3,122956,https://www.msta-mich.org/index.php/publications/journalArticle/184,404,"('Not Found', 'Nothing matches the given URI')",
3,119150,https://www.multiplication.com/learn/more/2/x/9,Success,,
3,277368,https://www.musee-impression.com/gb/collection/xviii.html,404,"('Not Found', 'Nothing matches the given URI')",
3,269856,https://www.museum.tv/eotvsection.php?entrycode=kingmartin,404,"('Not Found', 'Nothing matches the given URI')",
3,269957,https://www.mythweb.com/,Success,,
3,280592,https://www.nacion.com/,Success,,
3,277354,https://www.napoleonbonaparte.nl/newspaper/articles.html,404,"('Not Found', 'Nothing matches the given URI')",
3,240708,https://www.nasa.gov/,Success,,
3,282484,https://www.nasdaq.com/,Success,,
3,240137,https://www.nationalgeographic.com/science/health-and-human-body/human-diseases/the-plague/,Success,,
3,303938,https://www.nationalgeographic.org/encyclopedia/weathering/,Success,,
3,253011,https://www.nationmaster.com/,Success,,
3,206374,https://www.ncagr.gov/cyber/kidswrld/plant/nutrient.htm,Success,,
3,206614,https://www.ncagr.gov/cyber/kidswrld/plant/nutrient.htm#boron,Success,,
3,206614,https://www.ncagr.gov/cyber/kidswrld/plant/nutrient.htm#calcium,Success,,
3,206614,https://www.ncagr.gov/cyber/kidswrld/plant/nutrient.htm#chloride,Success,,
3,206614,https://www.ncagr.gov/cyber/kidswrld/plant/nutrient.htm#copper,Success,,
3,206614,https://www.ncagr.gov/cyber/kidswrld/plant/nutrient.htm#iron,Success,,
3,206614,https://www.ncagr.gov/cyber/kidswrld/plant/nutrient.htm#magnesium,Success,,
3,206614,https://www.ncagr.gov/cyber/kidswrld/plant/nutrient.htm#manganese,Success,,
3,206614,https://www.ncagr.gov/cyber/kidswrld/plant/nutrient.htm#nitrogen,Success,,
3,206614,https://www.ncagr.gov/cyber/kidswrld/plant/nutrient.htm#phosphorus,Success,,
3,206614,https://www.ncagr.gov/cyber/kidswrld/plant/nutrient.htm#potassium,Success,,
3,206614,https://www.ncagr.gov/cyber/kidswrld/plant/nutrient.htm#sulfur,Success,,
3,121121,https://www.nceas.ucsb.edu/globalmarine,Success,,
3,250129,https://www.nctm.org/GenericErrorPage.aspx?aspxerrorpath=/NCTM/templates/ektron/two-column-right.aspx,Success,,
3,204129,https://www.nctm.org/standards/,Success,,
3,303687,https://www.newyorker.com/magazine/2015/09/07/the-witches-of-salem,Success,,
3,282575,https://www.newyorkfed.org/aboutthefed/fedpoint/fed46.html,Success,,
3,282386,https://www.newyorkfed.org/aboutthefed/history_article.html,Success,,
3,112767,https://www.nhlbi.nih.gov/health-topics,Success,,
3,122866,https://www.niu.edu/citl/index.shtml,Success,,
3,271159,https://www.nku.edu/~rkdrury/poetryexplication.html,Success,,
3,247858,https://www.nmsea.org/Curriculum/7_12/electrolysis/electrolysis.htm,404,"('Not Found', 'Nothing matches the given URI')",
3,270258,https://www.nobelprize.org/prizes/literature/1925/shaw/biographical/,Success,,
3,281561,https://www.nobelprize.org/prizes/literature/1945/mistral/biographical/,Success,,
3,269863,https://www.nobelprize.org/prizes/peace/1964/king/biographical/,Success,,
3,270383,https://www.nosweatshakespeare.com/quotes/soliloquies/hamlet-to-be-or-not-to-be/,Success,,
3,270537,https://www.notablebiographies.com/Ch-Co/Chaucer-Geoffrey.html,Success,,
3,206897,https://www.npr.org/2006/07/24/5568583/do-what-you-love,Success,,
3,292254,https://www.npr.org/2015/12/10/459100751/utah-reduced-chronic-homelessness-by-91-percent-heres-how,Success,,
3,282991,https://www.npr.org/sections/social-security-debate/,Success,,
3,203592,https://www.npr.org/templates/story/story.php?storyId=87960790?storyId=87960790,Success,,
3,238201,https://www.nps.gov/hofr/index.htm,Success,,
3,275981,https://www.nsa.gov/academia/_files/collected_learning/high_school/statistics/residuals_regressions.pdf,404,"('Not Found', 'Nothing matches the given URI')",
3,295014,https://www.nytimes.com/,Success,,
3,269634,https://www.nytimes.com/2007/01/03/books/03olsen.html,Success,,
3,276744,https://www.nytimes.com/2007/11/14/education/14students.html,Success,,
3,276744,https://www.nytimes.com/2009/03/11/us/politics/11web-educ.html,Success,,
3,270281,https://www.nytimes.com/2010/07/10/books/10twain.html,Success,,
3,269143,https://www.nytimes.com/2010/10/01/nyregion/01gatsby.html,Success,,
3,282942,https://www.nytimes.com/2014/03/12/business/economy/a-relentless-rise-in-unequal-wealth.html?_r=0,Success,,
3,122952,https://www.oakcrest.net/news/essential.pdf,Failed,Failed to establish a connection,
3,206684,https://www.oksolar.com/technical/consumption.html,Success,,
3,276051,https://www.okstate.edu/ag/agedcm4h/academic/aged5980a/5980/newpage2.htm,Failed,Failed to establish a connection,
3,241570,https://www.ondemandinstruction.net/wp-content/uploads/2012/09/Novel-Project-Coming-of-Age-1B.pdf,404,"('Not Found', 'Nothing matches the given URI')",
3,241641,https://www.ondemandinstruction.net/wp-content/uploads/2012/09/Novel-Project-Coming-of-Age-1C.pdf,404,"('Not Found', 'Nothing matches the given URI')",
3,241695,https://www.ondemandinstruction.net/wp-content/uploads/2012/09/Novel-Project-Coming-of-Age-1D.pdf,404,"('Not Found', 'Nothing matches the given URI')",
3,243299,https://www.ondemandinstruction.net/wp-content/uploads/2013/02/Thesis-Statement.pdf,404,"('Not Found', 'Nothing matches the given URI')",
3,242996,https://www.ondemandinstruction.net/wp-content/uploads/2013/02/Writing-Voice.pdf,404,"('Not Found', 'Nothing matches the given URI')",
3,217677,https://www.online-literature.com/dickens/greatexpectations/,Success,,
3,270007,https://www.online-literature.com/frederick_douglass/bondage_freedom/,Success,,
3,278366,https://www.online-literature.com/irving/3110/'',Success,,
3,270040,https://www.online-literature.com/shakespeare/hamlet/3/,Success,,
3,270063,https://www.online-literature.com/shakespeare/hamlet/5/,Success,,
3,217677,https://www.online-literature.com/shakespeare/macbeth/,Success,,
3,217681,https://www.online-literature.com/shelley_percy/672//,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://www.online-literature.com/shelley_percy/672/
3,220166,https://www.online-literature.com/swift/,Success,,
3,66679,https://www.onlinemathlearning.com/intersection-of-two-sets.html,Success,,
3,275611,https://www.onlinemathlearning.com/mixture-problems.html,Success,,
3,280923,https://www.onlinemathlearning.com/proportions.html,Success,,
3,204144,https://www.osha.gov/SLTC/etools/construction/electrical_incidents/grounding_animated.html,Success,,
3,84127,https://www.parklandsd.org/web/smith/files/2013/01/WOB-Tale.pdf,404,"('Not Found', 'Nothing matches the given URI')",
3,282400,https://www.pbs.org/fmc/timeline/estockmktcrash.htm,Success,,
3,238152,https://www.pbs.org/greatwar/maps/index.html,404,"('Not Found', 'Nothing matches the given URI')",
3,269063,https://www.pbs.org/kteh/amstorytellers/,Success,,
3,269150,https://www.pbs.org/kteh/amstorytellers/bios.html,Success,,
3,237814,https://www.pbs.org/weta/thewest/resources/archives/five/homestd.htm,Success,,
3,270367,https://www.pbs.org/wgbh/aia/part1/1p277.html,Success,,
3,238187,https://www.pbs.org/wgbh/amex/hoover/,404,"('Not Found', 'Nothing matches the given URI')",
3,204003,https://www.pcguide.com/t/power-supplies/,Success,,
3,271344,https://www.penguin.com/static/html/classics/readingguides/janeeyre.php,Success,,
3,204035,https://www.physics.uoguelph.ca/tutorials/ohm/index.html,404,"('Not Found', 'Nothing matches the given URI')",
3,204028,https://www.physicsclassroom.com/class/circles/u6l3c.cfm,Success,,
3,303737,https://www.physicsclassroom.com/class/momentum/lesson-1/momentum-and-impulse-connection,Success,,
3,303711,https://www.physicsclassroom.com/physics-interactives/vectors-and-projectiles/vector-addition/vector-addition-interactive,Success,,
3,268043,https://www.ping.be/~ping1339/matr.htm#Properties,404,"('Not Found', 'Nothing matches the given URI')",
3,270115,https://www.playshakespeare.com/hamlet/characters,Success,,
3,254735,https://www.playwriting101.com,Success,,
3,270144,https://www.playwriting101.com/,Success,,
3,271110,https://www.poemhunter.com/henry-reed/,Success,,
3,269536,https://www.poemhunter.com/poem/man-listening-to-disc/,Success,,
3,203649,https://www.poemhunter.com/poem/mirror/,Success,,
3,217677,https://www.poemhunter.com/poem/naming-of-parts/,Success,,
3,304017,https://www.poemhunter.com/poem/poetry-2/,Success,,
3,269649,https://www.poemhunter.com/poem/the-gift-outright/,Success,,
3,269947,https://www.poemhunter.com/poem/we-grow-accustomed-to-the-dark/,Success,,
3,269664,https://www.poemuseum.org/index,Success,,
3,269664,https://www.poemuseum.org/poes-death,Success,,
3,271009,https://www.poetry-archive.com/b/browning_robert.html,Success,,
3,269678,https://www.poetryfoundation.org/bio/elizabeth-bishop,308,,
3,270230,https://www.poetryfoundation.org/bio/ted-hughes,308,,
3,217677,https://www.poetryfoundation.org/learning/poem/175778,308,,
3,270544,https://www.pomfret.ctschool.net/PCS/TchrResources/Lang.Arts/graphic_organizers.htm,Failed,Failed to establish a connection,
3,303844,https://www.pottstownschools.org/downloads/american%20history.pdf,Success,,
3,270806,https://www.projectsmart.co.uk/introduction-to-project-management.php,Success,,
3,269194,https://www.proprofs.com/flashcards/story.php?title=great-gatsby-vocabulary-lists,Success,,
3,269613,https://www.proprofs.com/quiz-school/story.php?title=subject-predicate-quiz,Success,,
3,124072,https://www.provostacademy.com/about.html,404,"('Not Found', 'Nothing matches the given URI')",
3,124055,https://www.provostacademy.com/download/ProvostAcademyCourseCatalog.pdf,404,"('Not Found', 'Nothing matches the given URI')",
3,123959,https://www.provostacademy.com/faq.html#Q31,404,"('Not Found', 'Nothing matches the given URI')",
3,268341,https://www.purplemath.com/modules/complex2.htm,Success,,
3,267873,https://www.purplemath.com/modules/graphlin4.htm,Success,,
3,268984,https://www.purplemath.com/modules/mtrxinvr.htm,Success,,
3,268143,https://www.purplemath.com/modules/polydefs.htm,Success,,
3,203884,https://www.purplemath.com/modules/polydiv.htm,Success,,
3,268178,https://www.purplemath.com/modules/polydiv2.htm,Success,,
3,268828,https://www.purplemath.com/modules/rtnlroot.htm,Success,,
3,268411,https://www.purplemath.com/modules/series5.htm,Success,,
3,274727,https://www.purplemath.com/modules/solvelin4.htm,Success,,
3,267817,https://www.purplemath.com/modules/solvelit.htm,Success,,
3,268283,https://www.purplemath.com/modules/sqrquad.htm,Success,,
3,267866,https://www.purplemath.com/modules/strtlneq2.htm,Success,,
3,268178,https://www.purplemath.com/modules/synthdiv.htm,Success,,
3,269452,https://www.purplemath.com/modules/syseqgen3.htm,Success,,
3,278715,https://www.qcc.mass.edu/booth/102/ptview/sld001.htm,404,"('Not Found', 'Nothing matches the given URI')",
3,271351,https://www.quia.com/cb/56972.html,Success,,
3,281545,https://www.quia.com/jg/66063.html,Success,,
3,203712,https://www.quia.com/pop/43335.html,Success,,
3,276335,https://www.rand.org/statistics/applets/clt.html,404,"('Not Found', 'Nothing matches the given URI')",
3,276065,https://www.random.org/randomness/,Success,,
3,269554,https://www.randomhouse.com/anchor/ohenry/,Success,,
3,241436,https://www.rbtoastmasters.com/doc/EffectiveSpeechEvalTips.pdf,Failed,Failed to establish a connection,
3,254096,https://www.readbookonline.net/read/833/10763/,Failed,Failed to establish a connection,
3,254132,https://www.readbookonline.net/read/833/10764/,Failed,Failed to establish a connection,
3,239390,https://www.readingrockets.org/article/seven-strategies-teach-students-text-comprehension,Success,,
3,281679,https://www.realmadrid.com/,Success,,
3,283411,https://www.redcross.org/take-a-class,Success,,
3,206374,https://www.reed.edu/biology/Nitrogen/index.html,Success,,
3,268532,https://www.regentsprep.org/Regents/math/algtrig/ATP2/ArithSeq.htm,404,"('Not Found', 'Nothing matches the given URI')",
3,250624,https://www.regentsprep.org/Regents/math/geometry/GP9/LParallelogram.htm,404,"('Not Found', 'Nothing matches the given URI')",
3,250638,https://www.regentsprep.org/Regents/math/geometry/GP9/LRectangle.htm,404,"('Not Found', 'Nothing matches the given URI')",
3,204122,https://www.regentsprep.org/Regents/physics/phys03/atribo/default.htm,404,"('Not Found', 'Nothing matches the given URI')",
3,267915,https://www.regentsprep.org/regents/math/algebra/AC1/EqLines2.htm,404,"('Not Found', 'Nothing matches the given URI')",
3,231383,https://www.regentsprep.org/regents/math/algebra/av5/undefined.htm,404,"('Not Found', 'Nothing matches the given URI')",
3,231206,https://www.regentsprep.org/regents/math/algtrig/ate13/highpolylesson.htm,404,"('Not Found', 'Nothing matches the given URI')",
3,276304,https://www.regentsprep.org/z-score-chart/,Success,,
3,276230,https://www.reliasoft.com/resources/resource-center/cumulative-binomial-for-test-design-and-analysis,Success,,
